Units: ENERGY (Kilo), interval
"Meter ID:" "Date" "Time" "Int.Len" "kWh-Del" "kVARh-Del" "kWh-Rec" "kVARh-Rec"
"            02811797" "01/05/19" "00:15" 15 0,621075000000000 0,202925000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "00:30" 15 0,619550000000000 0,203000000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "00:45" 15 0,618600000000000 0,206250000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "01:00" 15 0,617775000000000 0,206550000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "01:15" 15 0,617200000000000 0,206625000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "01:30" 15 0,616875000000000 0,206375000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "01:45" 15 0,616450000000000 0,206400000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "02:00" 15 0,616050000000000 0,205500000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "02:15" 15 0,615850000000000 0,205025000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "02:30" 15 0,615600000000000 0,205125000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "02:45" 15 0,615450000000000 0,204300000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "03:00" 15 0,615075000000000 0,203950000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "03:15" 15 0,615450000000000 0,204200000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "03:30" 15 0,615300000000000 0,203875000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "03:45" 15 0,183875000000000 0,060925000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "04:00" 15 0,000000000000000 0,000000000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "04:15" 15 0,000000000000000 0,000000000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "04:30" 15 0,000000000000000 0,000000000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "04:45" 15 0,000000000000000 0,000000000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "05:00" 15 0,000000000000000 0,000000000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "05:15" 15 0,000000000000000 0,000000000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "05:30" 15 0,000000000000000 0,000000000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "05:45" 15 0,000000000000000 0,000000000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "06:00" 15 0,000000000000000 0,000000000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "06:15" 15 0,000000000000000 0,000000000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "06:30" 15 0,000000000000000 0,000000000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "06:45" 15 0,000000000000000 0,000000000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "07:00" 15 0,278300000000000 0,101675000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "07:15" 15 0,631475000000000 0,211125000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "07:30" 15 0,623100000000000 0,208575000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "07:45" 15 0,620700000000000 0,206550000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "08:00" 15 0,619200000000000 0,204675000000000 0,000000000000000 0,000000000000000
"            02811797" "01/05/19" "08:15" 15 0,618200000000000 0,203500000000000 0,000000000000000 0,000000000000000
