Fecha	Inicio	Fin	1-1:1.5 kW	1-1:2.5 kW	1-1:3.5 kvar	1-1:4.5 kvar	1-1:5.5 kvar	1-1:6.5 kvar	1-1:7.5 kvar	1-1:8.5 kvar	Estado	
01/05/2019	12:00 a.m.	12:15 a.m.	0,0078	0,0	0,1078	0,0	0,1078	0,0	0,0	0,0	0000 0000	
01/05/2019	12:15 a.m.	12:30 a.m.	0,0076	0,0	0,1047	0,0	0,1047	0,0	0,0	0,0	0000 0000	
01/05/2019	12:30 a.m.	12:45 a.m.	0,0079	0,0	0,1145	0,0	0,1145	0,0	0,0	0,0	0000 0000	
01/05/2019	12:45 a.m.	01:00 a.m.	0,008	0,0	0,1195	0,0	0,1195	0,0	0,0	0,0	0000 0000	
01/05/2019	01:00 a.m.	01:15 a.m.	0,008	0,0	0,1212	0,0	0,1212	0,0	0,0	0,0	0000 0000	
01/05/2019	01:15 a.m.	01:30 a.m.	0,0081	0,0	0,1203	0,0	0,1203	0,0	0,0	0,0	0000 0000	
01/05/2019	01:30 a.m.	01:45 a.m.	0,0081	0,0	0,1202	0,0	0,1202	0,0	0,0	0,0	0000 0000	
01/05/2019	01:45 a.m.	02:00 a.m.	0,008	0,0	0,1208	0,0	0,1208	0,0	0,0	0,0	0000 0000	
01/05/2019	02:00 a.m.	02:15 a.m.	0,0081	0,0	0,1193	0,0	0,1193	0,0	0,0	0,0	0000 0000	
01/05/2019	02:15 a.m.	02:30 a.m.	0,0081	0,0	0,1232	0,0	0,1232	0,0	0,0	0,0	0000 0000	
01/05/2019	02:30 a.m.	02:45 a.m.	0,008	0,0	0,1139	0,0	0,1139	0,0	0,0	0,0	0000 0000	
01/05/2019	02:45 a.m.	03:00 a.m.	0,0077	0,0	0,1076	0,0	0,1076	0,0	0,0	0,0	0000 0000	
01/05/2019	03:00 a.m.	03:15 a.m.	0,0077	0,0	0,1036	0,0	0,1036	0,0	0,0	0,0	0000 0000	
01/05/2019	03:15 a.m.	03:30 a.m.	0,0075	0,0	0,0989	0,0	0,0989	0,0	0,0	0,0	0000 0000	
01/05/2019	03:30 a.m.	03:45 a.m.	0,0073	0,0	0,092	0,0	0,092	0,0	0,0	0,0	0000 0000	
01/05/2019	03:45 a.m.	04:00 a.m.	0,0072	0,0	0,0878	0,0	0,0878	0,0	0,0	0,0	0000 0000	
01/05/2019	04:00 a.m.	04:15 a.m.	0,0067	0,0	0,0764	0,0	0,0764	0,0	0,0	0,0	0000 0000	
01/05/2019	04:15 a.m.	04:30 a.m.	0,0066	0,0	0,0697	0,0	0,0697	0,0	0,0	0,0	0000 0000	
01/05/2019	04:30 a.m.	04:45 a.m.	0,0065	0,0	0,0666	0,0	0,0666	0,0	0,0	0,0	0000 0000	
01/05/2019	04:45 a.m.	05:00 a.m.	0,5502	0,0	0,1826	0,0	0,1826	0,0	0,0	0,0	0000 0000	
01/05/2019	05:00 a.m.	05:15 a.m.	0,9515	0,0	0,2509	0,0	0,2509	0,0	0,0	0,0	0000 0000	
01/05/2019	05:15 a.m.	05:30 a.m.	0,9555	0,0	0,254	0,0	0,254	0,0	0,0	0,0	0000 0000	
01/05/2019	05:30 a.m.	05:45 a.m.	0,9593	0,0	0,2588	0,0	0,2588	0,0	0,0	0,0	0000 0000	
01/05/2019	05:45 a.m.	06:00 a.m.	0,9622	0,0	0,2601	0,0	0,2601	0,0	0,0	0,0	0000 0000	
01/05/2019	06:00 a.m.	06:15 a.m.	0,9661	0,0	0,2631	0,0	0,2631	0,0	0,0	0,0	0000 0000	
01/05/2019	06:15 a.m.	06:30 a.m.	0,9687	0,0	0,2626	0,0	0,2626	0,0	0,0	0,0	0000 0000	
01/05/2019	06:30 a.m.	06:45 a.m.	0,9717	0,0	0,2616	0,0	0,2616	0,0	0,0	0,0	0000 0000	
01/05/2019	06:45 a.m.	07:00 a.m.	0,9726	0,0	0,2626	0,0	0,2626	0,0	0,0	0,0	0000 0000	
01/05/2019	07:00 a.m.	07:15 a.m.	0,9714	0,0	0,2604	0,0	0,2604	0,0	0,0	0,0	0000 0000	
01/05/2019	07:15 a.m.	07:30 a.m.	0,97	0,0	0,258	0,0	0,258	0,0	0,0	0,0	0000 0000	
01/05/2019	07:30 a.m.	07:45 a.m.	0,9692	0,0	0,2543	0,0	0,2543	0,0	0,0	0,0	0000 0000	
01/05/2019	07:45 a.m.	08:00 a.m.	0,971	0,0	0,2515	0,0	0,2515	0,0	0,0	0,0	0000 0000	
01/05/2019	08:00 a.m.	08:15 a.m.	0,9727	0,0	0,2459	0,0	0,2459	0,0	0,0	0,0	0000 0000	
01/05/2019	08:15 a.m.	08:30 a.m.	0,9723	0,0	0,2432	0,0	0,2432	0,0	0,0	0,0	0000 0000	
01/05/2019	08:30 a.m.	08:45 a.m.	0,9732	0,0	0,2424	0,0	0,2424	0,0	0,0	0,0	0000 0000	
01/05/2019	08:45 a.m.	09:00 a.m.	0,9735	0,0	0,2424	0,0	0,2424	0,0	0,0	0,0	0000 0000	
01/05/2019	09:00 a.m.	09:15 a.m.	0,9758	0,0	0,2469	0,0	0,2469	0,0	0,0	0,0	0000 0000	
01/05/2019	09:15 a.m.	09:30 a.m.	0,9764	0,0	0,2447	0,0	0,2447	0,0	0,0	0,0	0000 0000	
01/05/2019	09:30 a.m.	09:45 a.m.	0,9793	0,0	0,2453	0,0	0,2453	0,0	0,0	0,0	0000 0000	
01/05/2019	09:45 a.m.	10:00 a.m.	0,9791	0,0	0,2432	0,0	0,2432	0,0	0,0	0,0	0000 0000	
01/05/2019	10:00 a.m.	10:15 a.m.	0,9783	0,0	0,2436	0,0	0,2436	0,0	0,0	0,0	0000 0000	
01/05/2019	10:15 a.m.	10:30 a.m.	0,978	0,0	0,244	0,0	0,244	0,0	0,0	0,0	0000 0000	
01/05/2019	10:30 a.m.	10:45 a.m.	0,9787	0,0	0,2491	0,0	0,2491	0,0	0,0	0,0	0000 0000	
01/05/2019	10:45 a.m.	11:00 a.m.	0,9795	0,0	0,2512	0,0	0,2512	0,0	0,0	0,0	0000 0000	
01/05/2019	11:00 a.m.	11:15 a.m.	0,9805	0,0	0,252	0,0	0,252	0,0	0,0	0,0	0000 0000	
01/05/2019	11:15 a.m.	11:30 a.m.	0,9807	0,0	0,25	0,0	0,25	0,0	0,0	0,0	0000 0000	
01/05/2019	11:30 a.m.	11:45 a.m.	0,9804	0,0	0,2495	0,0	0,2495	0,0	0,0	0,0	0000 0000	
01/05/2019	11:45 a.m.	12:00 p.m.	0,981	0,0	0,2503	0,0	0,2503	0,0	0,0	0,0	0000 0000	
01/05/2019	12:00 p.m.	12:15 p.m.	0,982	0,0	0,2492	0,0	0,2492	0,0	0,0	0,0	0000 0000	
01/05/2019	12:15 p.m.	12:30 p.m.	0,9822	0,0	0,2501	0,0	0,2501	0,0	0,0	0,0	0000 0000	
01/05/2019	12:30 p.m.	12:45 p.m.	0,9824	0,0	0,2484	0,0	0,2484	0,0	0,0	0,0	0000 0000	
01/05/2019	12:45 p.m.	01:00 p.m.	0,9822	0,0	0,2495	0,0	0,2495	0,0	0,0	0,0	0000 0000	
01/05/2019	01:00 p.m.	01:15 p.m.	0,9825	0,0	0,2507	0,0	0,2507	0,0	0,0	0,0	0000 0000	
01/05/2019	01:15 p.m.	01:30 p.m.	0,9815	0,0	0,2516	0,0	0,2516	0,0	0,0	0,0	0000 0000	
01/05/2019	01:30 p.m.	01:45 p.m.	0,9796	0,0	0,2522	0,0	0,2522	0,0	0,0	0,0	0000 0000	
01/05/2019	01:45 p.m.	02:00 p.m.	0,9793	0,0	0,2502	0,0	0,2502	0,0	0,0	0,0	0000 0000	
01/05/2019	02:00 p.m.	02:15 p.m.	0,973	0,0	0,2455	0,0	0,2455	0,0	0,0	0,0	0000 0000	
01/05/2019	02:15 p.m.	02:30 p.m.	0,974	0,0	0,2441	0,0	0,2441	0,0	0,0	0,0	0000 0000	
01/05/2019	02:30 p.m.	02:45 p.m.	0,9737	0,0	0,2423	0,0	0,2423	0,0	0,0	0,0	0000 0000	
01/05/2019	02:45 p.m.	03:00 p.m.	0,9742	0,0	0,2408	0,0	0,2408	0,0	0,0	0,0	0000 0000	
01/05/2019	03:00 p.m.	03:15 p.m.	0,9742	0,0	0,2429	0,0	0,2429	0,0	0,0	0,0	0000 0000	
01/05/2019	03:15 p.m.	03:30 p.m.	0,9739	0,0	0,2418	0,0	0,2418	0,0	0,0	0,0	0000 0000	
01/05/2019	03:30 p.m.	03:45 p.m.	0,0975	0,0	0,0752	0,0	0,0752	0,0	0,0	0,0	0000 0000	
01/05/2019	03:45 p.m.	04:00 p.m.	0,0059	0,0	0,0591	0,0	0,0591	0,0	0,0	0,0	0000 0000	
01/05/2019	04:00 p.m.	04:15 p.m.	0,0061	0,0	0,0612	0,0	0,0612	0,0	0,0	0,0	0000 0000	
01/05/2019	04:15 p.m.	04:30 p.m.	0,0062	0,0	0,0647	0,0	0,0647	0,0	0,0	0,0	0000 0000	
01/05/2019	04:30 p.m.	04:45 p.m.	0,0063	0,0	0,0697	0,0	0,0697	0,0	0,0	0,0	0000 0000	
01/05/2019	04:45 p.m.	05:00 p.m.	0,0063	0,0	0,0671	0,0	0,0671	0,0	0,0	0,0	0000 0000	
01/05/2019	05:00 p.m.	05:15 p.m.	0,0064	0,0	0,0683	0,0	0,0683	0,0	0,0	0,0	0000 0000	
01/05/2019	05:15 p.m.	05:30 p.m.	0,0064	0,0	0,0695	0,0	0,0695	0,0	0,0	0,0	0000 0000	
01/05/2019	05:30 p.m.	05:45 p.m.	0,0074	0,0	0,0967	0,0	0,0967	0,0	0,0	0,0	0000 0000	
01/05/2019	05:45 p.m.	06:00 p.m.	0,0078	0,0	0,1084	0,0	0,1084	0,0	0,0	0,0	0000 0000	
01/05/2019	06:00 p.m.	06:15 p.m.	0,0079	0,0	0,1159	0,0	0,1159	0,0	0,0	0,0	0000 0000	
01/05/2019	06:15 p.m.	06:30 p.m.	0,0082	0,0	0,1257	0,0	0,1257	0,0	0,0	0,0	0000 0000	
01/05/2019	06:30 p.m.	06:45 p.m.	0,0079	0,0	0,1137	0,0	0,1137	0,0	0,0	0,0	0000 0000	
01/05/2019	06:45 p.m.	07:00 p.m.	0,008	0,0	0,1151	0,0	0,1151	0,0	0,0	0,0	0000 0000	
01/05/2019	07:00 p.m.	07:15 p.m.	0,008	0,0	0,1179	0,0	0,1179	0,0	0,0	0,0	0000 0000	
01/05/2019	07:15 p.m.	07:30 p.m.	0,0081	0,0	0,1185	0,0	0,1185	0,0	0,0	0,0	0000 0000	
01/05/2019	07:30 p.m.	07:45 p.m.	0,008	0,0	0,1167	0,0	0,1167	0,0	0,0	0,0	0000 0000	
01/05/2019	07:45 p.m.	08:00 p.m.	0,0081	0,0	0,1202	0,0	0,1202	0,0	0,0	0,0	0000 0000	
01/05/2019	08:00 p.m.	08:15 p.m.	0,0083	0,0	0,1312	0,0	0,1312	0,0	0,0	0,0	0000 0000	
01/05/2019	08:15 p.m.	08:30 p.m.	0,0082	0,0	0,1246	0,0	0,1246	0,0	0,0	0,0	0000 0000	
01/05/2019	08:30 p.m.	08:45 p.m.	0,0084	0,0	0,13	0,0	0,13	0,0	0,0	0,0	0000 0000	
01/05/2019	08:45 p.m.	09:00 p.m.	0,0085	0,0	0,1358	0,0	0,1358	0,0	0,0	0,0	0000 0000	
01/05/2019	09:00 p.m.	09:15 p.m.	0,0083	0,0	0,1309	0,0	0,1309	0,0	0,0	0,0	0000 0000	
01/05/2019	09:15 p.m.	09:30 p.m.	0,0085	0,0	0,1367	0,0	0,1367	0,0	0,0	0,0	0000 0000	
01/05/2019	09:30 p.m.	09:45 p.m.	0,0083	0,0	0,1284	0,0	0,1284	0,0	0,0	0,0	0000 0000	
01/05/2019	09:45 p.m.	10:00 p.m.	0,0079	0,0	0,1134	0,0	0,1134	0,0	0,0	0,0	0000 0000	
